Date,Region,Product,Revenue,Cost,Salesperson,Profit,Profit Margin (%)
2020-07-21 14:45:55.911823646,West,Product B,4194.68,742.37,Paula Thomas,3452.31,82.3
2020-07-22 08:19:14.308617234,East,Product B,1845.46,1125.07,John Moore,720.39,39.04
2020-07-23 01:52:32.705410820,East,Product B,2732.5,377.09,Kevin Shaw,2355.41,86.2
2020-07-23 19:25:51.102204408,South,Product D,3405.57,3014.08,Christopher Miller,391.49,11.5
2020-07-24 12:59:09.498997996,West,Product B,1612.48,3846.61,Yvonne Ortiz,-2234.13,-138.55
2020-07-25 06:32:27.895791582,South,Product A,3093.7,1622.48,Jacqueline Kennedy,1471.22,47.56
2020-07-26 00:05:46.292585170,South,Product A,3324.94,460.59,Pamela Peters,2864.35,86.15
2020-07-26 17:39:04.689378756,East,Product B,2338.26,822.27,Carrie Perry,1515.99,64.83
2020-07-27 11:12:23.086172344,South,Product D,4431.77,3431.87,Casey Anderson,999.9,22.56
2020-07-28 04:45:41.482965932,East,Product B,3839.13,3449.96,Sarah Stewart,389.17,10.14
2020-07-28 22:18:59.879759520,West,Product C,3343.45,2488.08,Andrea Sutton,855.37,25.58
2020-07-29 15:52:18.276553104,North,Product A,3488.76,359.08,Laura Villegas,3129.68,89.71
2020-07-30 09:25:36.673346692,West,Product A,2152.35,2850.91,John Collins,-698.56,-32.46
2020-07-31 02:58:55.070140280,South,Product B,3952.12,2455.44,Brandy Green,1496.68,37.87
2020-07-31 20:32:13.466933868,East,Product A,1219.72,2638.8,Daniel Obrien,-1419.08,-116.34
2020-08-01 14:05:31.863727456,East,Product B,2856.78,3503.37,Jennifer Soto,-646.59,-22.63
2020-08-02 07:38:50.260521040,East,Product B,4679.36,3366.88,Terri Wolfe,1312.48,28.05
2020-08-03 01:12:08.657314628,East,Product C,4561.41,3567.07,Dominique Smith,994.34,21.8
2020-08-03 18:45:27.054108216,South,Product C,1116.77,1108.99,Kayla Castillo,7.78,0.7
2020-08-04 12:18:45.450901804,South,Product D,2527.31,3762.25,Rodney Huerta,-1234.94,-48.86
2020-08-05 05:52:03.847695392,East,Product D,3608.6,409.9,Lisa Boyd,3198.7,88.64
2020-08-05 23:25:22.244488976,North,Product B,3255.91,3870.15,Shannon Hall,-614.24,-18.87
2020-08-06 16:58:40.641282564,East,Product D,4653.72,3757.38,Robert Hernandez,896.34,19.26
2020-08-07 10:31:59.038076152,South,Product A,4643.76,812.74,Thomas Douglas,3831.02,82.5
2020-08-08 04:05:17.434869740,North,Product B,3809.02,1052.12,Joel Smith,2756.9,72.38
2020-08-08 21:38:35.831663324,South,Product A,3898.1,3402.53,Richard Gilbert,495.57,12.71
2020-08-09 15:11:54.228456912,West,Product D,746.14,2256.85,Shelly Shields,-1510.71,-202.47
2020-08-10 08:45:12.625250500,East,Product A,4225.91,896.99,Alexandria Noble,3328.92,78.77
2020-08-11 02:18:31.022044088,East,Product A,3857.6,1115.39,Lisa Gonzalez DDS,2742.21,71.09
2020-08-11 19:51:49.418837676,East,Product D,2796.97,1840.84,Derrick Estrada,956.13,34.18
2020-08-12 13:25:07.815631260,South,Product B,1078.23,3413.22,Kelly Garcia,-2334.99,-216.56
2020-08-13 06:58:26.212424848,South,Product B,1069.33,448.97,Kelli Clements,620.36,58.01
2020-08-14 00:31:44.609218436,West,Product A,4111.33,1230.8,Randy Mendez,2880.53,70.06
2020-08-14 18:05:03.006012024,West,Product A,3642.88,3195.4,Candice Branch,447.48,12.28
2020-08-15 11:38:21.402805612,East,Product B,3540.17,718.49,Beth Fletcher,2821.68,79.7
2020-08-16 05:11:39.799599196,West,Product C,3361.44,360.7,Robert Hampton,3000.74,89.27
2020-08-16 22:44:58.196392784,East,Product C,4585.64,1376.16,George Bauer,3209.48,69.99
2020-08-17 16:18:16.593186372,East,Product C,1261.8,2887.55,Paul Garcia,-1625.75,-128.84
2020-08-18 09:51:34.989979960,South,Product C,682.2,1619.52,Jason Moreno,-937.32,-137.4
2020-08-19 03:24:53.386773548,West,Product B,1093.23,631.15,Isaac Ellis,462.08,42.27
2020-08-19 20:58:11.783567132,East,Product B,3034.5,2278.92,Brittany Cardenas,755.58,24.9
2020-08-20 14:31:30.180360720,North,Product C,1264.2,3313.76,Lisa Berg,-2049.56,-162.12
2020-08-21 08:04:48.577154308,South,Product D,1252.93,1606.87,Jennifer Butler,-353.94,-28.25
2020-08-22 01:38:06.973947896,North,Product B,1836.96,1303.79,Miranda Edwards,533.17,29.02
2020-08-22 19:11:25.370741484,East,Product B,1759.68,3551.5,Caroline Johnson,-1791.82,-101.83
2020-08-23 12:44:43.767535068,West,Product B,2927.58,610.69,Gavin Moss,2316.89,79.14
2020-08-24 06:18:02.164328656,West,Product C,3895.33,1303.95,Vanessa Smith,2591.38,66.53
2020-08-24 23:51:20.561122244,South,Product B,1594.97,1281.47,Scott Duncan,313.5,19.66
2020-08-25 17:24:38.957915832,East,Product C,1276.09,2719.66,Joshua Parks,-1443.57,-113.12
2020-08-26 10:57:57.354709420,South,Product D,3437.5,3519.97,Mr. Dakota Rowe,-82.47,-2.4
2020-08-27 04:31:15.751503004,West,Product B,1688.07,2382.04,Mandy Sanchez,-693.97,-41.11
2020-08-27 22:04:34.148296592,West,Product B,1632.08,3099.92,Kristen Miranda,-1467.84,-89.94
2020-08-28 15:37:52.545090180,West,Product D,2224.66,2929.64,Breanna Johnson,-704.98,-31.69
2020-08-29 09:11:10.941883768,North,Product C,2377.31,3873.41,Joseph Hill,-1496.1,-62.93
2020-08-30 02:44:29.338677352,South,Product C,1247.08,326.5,Jodi Atkinson,920.58,73.82
2020-08-30 20:17:47.735470940,West,Product A,2000.35,3355.26,Angela Bentley,-1354.91,-67.73
2020-08-31 13:51:06.132264528,East,Product D,3680.45,802.96,Mrs. Jennifer Butler,2877.49,78.18
2020-09-01 07:24:24.529058116,West,Product A,574.03,2533.67,Jennifer Hester,-1959.64,-341.38
2020-09-02 00:57:42.925851704,South,Product C,3785.41,2171.29,Nathaniel King,1614.12,42.64
2020-09-02 18:31:01.322645288,South,Product A,4056.58,547.93,Eric Sampson,3508.65,86.49
2020-09-03 12:04:19.719438876,West,Product A,1218.97,1562.38,Michael Myers,-343.41,-28.17
2020-09-04 05:37:38.116232464,North,Product B,761.84,2375.19,Michael Hendricks,-1613.35,-211.77
2020-09-04 23:10:56.513026052,South,Product D,2788.93,1271.04,Scott Beck,1517.89,54.43
2020-09-05 16:44:14.909819640,North,Product C,2839.38,1958.42,Amanda Collier,880.96,31.03
2020-09-06 10:17:33.306613224,North,Product B,767.16,480.72,Jennifer Barrett,286.44,37.34
2020-09-07 03:50:51.703406812,North,Product A,1266.68,3536.89,Sherri Torres,-2270.21,-179.23
2020-09-07 21:24:10.100200400,East,Product D,4769.54,2510.19,Sandra Fischer,2259.35,47.37
2020-09-08 14:57:28.496993988,East,Product B,4748.84,2891.11,John Moore,1857.73,39.12
2020-09-09 08:30:46.893787576,South,Product C,3790.29,1152.57,George Patrick,2637.72,69.59
2020-09-10 02:04:05.290581160,North,Product A,4395.44,1853.76,Holly Wells,2541.68,57.83
2020-09-10 19:37:23.687374748,North,Product C,2704.12,3951.39,Christopher Hernandez,-1247.27,-46.12
2020-09-11 13:10:42.084168336,West,Product D,1411.38,2192.33,Jacqueline Martin,-780.95,-55.33
2020-09-12 06:44:00.480961924,South,Product B,1248.87,1763.38,Amy Barker,-514.51,-41.2
2020-09-13 00:17:18.877755512,West,Product B,1095.02,1177.02,Allison Johnson,-82.0,-7.49
2020-09-13 17:50:37.274549096,North,Product C,3833.1,3070.1,Kenneth Griffin,763.0,19.91
2020-09-14 11:23:55.671342684,North,Product A,4311.58,365.41,David Lowery,3946.17,91.52
2020-09-15 04:57:14.068136272,North,Product A,3596.1,1175.32,Anthony Smith,2420.78,67.32
2020-09-15 22:30:32.464929860,East,Product B,2158.53,1207.1,Sharon Hopkins,951.43,44.08
2020-09-16 16:03:50.861723448,West,Product A,4454.24,3459.85,Cassandra Martin,994.39,22.32
2020-09-17 09:37:09.258517032,East,Product C,1189.56,2502.89,Catherine Molina,-1313.33,-110.4
2020-09-18 03:10:27.655310620,South,Product C,1633.1,1663.56,Kevin Lane,-30.46,-1.87
2020-09-18 20:43:46.052104208,South,Product D,4837.13,1621.97,Amy Peck DDS,3215.16,66.47
2020-09-19 14:17:04.448897796,North,Product A,4922.46,2844.93,George Garcia,2077.53,42.21
2020-09-20 07:50:22.845691380,West,Product C,2464.0,3515.41,Aaron Rodriguez,-1051.41,-42.67
2020-09-21 01:23:41.242484968,South,Product B,2250.41,3191.39,David Riddle,-940.98,-41.81
2020-09-21 18:56:59.639278556,East,Product B,2970.79,2699.92,Jordan Yates,270.87,9.12
2020-09-22 12:30:18.036072144,South,Product C,1322.76,2571.22,Alex Stewart,-1248.46,-94.38
2020-09-23 06:03:36.432865732,West,Product D,2994.09,3995.54,Jesus Montoya,-1001.45,-33.45
2020-09-23 23:36:54.829659316,East,Product B,1153.0,3025.79,Brian Kennedy,-1872.79,-162.43
2020-09-24 17:10:13.226452904,West,Product B,3662.99,2046.7,Gerald Ferguson,1616.29,44.12
2020-09-25 10:43:31.623246492,West,Product C,3091.39,709.02,Bradley Dixon,2382.37,77.06
2020-09-26 04:16:50.020040080,North,Product C,2889.9,2872.39,Lauren Cruz,17.51,0.61
2020-09-26 21:50:08.416833668,West,Product B,3903.8,3272.42,Mrs. Angela Love,631.38,16.17
2020-09-27 15:23:26.813627252,East,Product B,4711.29,2217.9,Deborah Morales,2493.39,52.92
2020-09-28 08:56:45.210420840,East,Product A,2412.43,2623.48,David Cook,-211.05,-8.75
2020-09-29 02:30:03.607214428,East,Product A,3510.47,3636.31,Joel Stevens,-125.84,-3.58
2020-09-29 20:03:22.004008016,West,Product A,3663.6,967.02,Charles Hale,2696.58,73.6
2020-09-30 13:36:40.400801604,North,Product D,2225.41,3133.34,Luis Patton,-907.93,-40.8
2020-10-01 07:09:58.797595188,East,Product D,4391.47,1784.39,Kerry Medina,2607.08,59.37
2020-10-02 00:43:17.194388776,East,Product A,1682.23,3373.13,Andrew Smith,-1690.9,-100.52
2020-10-02 18:16:35.591182364,West,Product C,4573.56,2157.22,John Brown,2416.34,52.83
2020-10-03 11:49:53.987975952,South,Product B,2764.87,1736.87,Bradley Dixon,1028.0,37.18
2020-10-04 05:23:12.384769540,West,Product B,1943.55,888.78,Brittany Gray,1054.77,54.27
2020-10-04 22:56:30.781563124,West,Product D,2014.67,644.49,Joy Tate,1370.18,68.01
2020-10-05 16:29:49.178356712,East,Product C,3641.96,657.68,Caitlin Hale,2984.28,81.94
2020-10-06 10:03:07.575150300,West,Product A,3129.19,1955.53,Angela Miller,1173.66,37.51
2020-10-07 03:36:25.971943888,West,Product C,1200.67,1920.04,Christian Archer,-719.37,-59.91
2020-10-07 21:09:44.368737472,South,Product C,3805.49,462.03,Eric Black,3343.46,87.86
2020-10-08 14:43:02.765531060,East,Product C,1481.25,1779.04,Joe Cunningham,-297.79,-20.1
2020-10-09 08:16:21.162324648,West,Product B,2129.47,832.8,Anne Arroyo,1296.67,60.89
2020-10-10 01:49:39.559118236,North,Product A,3081.03,1350.86,Kenneth Lopez,1730.17,56.16
2020-10-10 19:22:57.955911824,West,Product C,3310.75,1626.77,Gary Rivera,1683.98,50.86
2020-10-11 12:56:16.352705408,South,Product B,1750.67,3118.26,Julie Haas,-1367.59,-78.12
2020-10-12 06:29:34.749498996,West,Product C,2075.07,3205.95,Robert Burns,-1130.88,-54.5
2020-10-13 00:02:53.146292584,South,Product B,2342.3,1825.39,Timothy Mcdonald,516.91,22.07
2020-10-13 17:36:11.543086172,South,Product B,1428.31,1619.52,Robert Robertson,-191.21,-13.39
2020-10-14 11:09:29.939879760,South,Product A,1057.96,3465.06,Thomas Mitchell,-2407.1,-227.52
2020-10-15 04:42:48.336673344,South,Product B,580.02,3975.29,Michael Walters,-3395.27,-585.37
2020-10-15 22:16:06.733466932,South,Product D,3704.51,1111.1,Deanna Olson,2593.41,70.01
2020-10-16 15:49:25.130260520,North,Product B,1516.54,3715.99,Sandra Espinoza,-2199.45,-145.03
2020-10-17 09:22:43.527054108,South,Product B,661.52,1431.54,Katherine Johnson,-770.02,-116.4
2020-10-18 02:56:01.923847696,East,Product D,714.55,1299.69,Scott Buchanan,-585.14,-81.89
2020-10-18 20:29:20.320641280,East,Product B,3859.81,2730.12,Luis Nguyen Jr.,1129.69,29.27
2020-10-19 14:02:38.717434868,West,Product D,4248.19,3994.89,Eric Wood,253.3,5.96
2020-10-20 07:35:57.114228456,South,Product D,688.71,1984.39,Douglas Logan,-1295.68,-188.13
2020-10-21 01:09:15.511022044,North,Product B,2956.56,3959.66,Jennifer Johnson,-1003.1,-33.93
2020-10-21 18:42:33.907815632,South,Product A,4505.6,1785.18,Oscar Simmons,2720.42,60.38
2020-10-22 12:15:52.304609216,North,Product B,4900.11,2303.68,Jose Martin,2596.43,52.99
2020-10-23 05:49:10.701402804,North,Product C,3071.19,1784.16,Kevin Rodriguez,1287.03,41.91
2020-10-23 23:22:29.098196392,North,Product A,4865.84,2793.96,David Vang,2071.88,42.58
2020-10-24 16:55:47.494989980,West,Product C,1425.01,2116.34,Manuel Mccarthy,-691.33,-48.51
2020-10-25 10:29:05.891783568,East,Product B,887.67,1909.7,Jodi Martinez,-1022.03,-115.14
2020-10-26 04:02:24.288577152,South,Product B,2545.39,2869.47,Steven Dennis,-324.08,-12.73
2020-10-26 21:35:42.685370740,South,Product C,3246.48,2714.0,Samuel Castillo,532.48,16.4
2020-10-27 15:09:01.082164328,North,Product B,571.99,3570.43,Taylor Chavez,-2998.44,-524.21
2020-10-28 08:42:19.478957916,East,Product A,1646.69,3768.31,Kristin Sanders,-2121.62,-128.84
2020-10-29 02:15:37.875751500,North,Product B,3902.14,3465.38,Alexander Petersen,436.76,11.19
2020-10-29 19:48:56.272545088,West,Product C,3626.64,3680.15,Karen Jimenez,-53.51,-1.48
2020-10-30 13:22:14.669338676,North,Product D,2750.0,348.08,Rachel Graham,2401.92,87.34
2020-10-31 06:55:33.066132264,East,Product C,3718.15,999.89,Autumn Thomas,2718.26,73.11
2020-11-01 00:28:51.462925852,East,Product C,910.35,3080.78,Miss Laurie Tucker MD,-2170.43,-238.42
2020-11-01 18:02:09.859719436,North,Product C,2934.41,1724.02,Brian Miranda,1210.39,41.25
2020-11-02 11:35:28.256513024,North,Product A,529.7,2030.24,Charles Casey,-1500.54,-283.28
2020-11-03 05:08:46.653306612,East,Product A,4233.27,1401.68,Jacob Davis,2831.59,66.89
2020-11-03 22:42:05.050100200,North,Product B,1851.36,1632.82,Michael Decker,218.54,11.8
2020-11-04 16:15:23.446893788,North,Product C,4283.04,1220.18,Timothy Bailey,3062.86,71.51
2020-11-05 09:48:41.843687372,South,Product C,3204.58,3577.33,Janet Wright,-372.75,-11.63
2020-11-06 03:22:00.240480960,East,Product D,2258.66,3775.34,Brian Hernandez,-1516.68,-67.15
2020-11-06 20:55:18.637274548,West,Product D,1140.96,2219.53,Matthew Mills,-1078.57,-94.53
2020-11-07 14:28:37.034068136,West,Product B,2541.42,3596.83,Lisa Martinez,-1055.41,-41.53
2020-11-08 08:01:55.430861724,South,Product A,4606.98,1166.12,Michael Stewart,3440.86,74.69
2020-11-09 01:35:13.827655308,West,Product B,1735.9,3634.66,Allison Coleman,-1898.76,-109.38
2020-11-09 19:08:32.224448896,North,Product B,2454.45,3891.31,Kim Price,-1436.86,-58.54
2020-11-10 12:41:50.621242484,South,Product B,1625.42,1198.06,Natasha Williams,427.36,26.29
2020-11-11 06:15:09.018036072,North,Product C,703.4,1306.25,David Nelson,-602.85,-85.71
2020-11-11 23:48:27.414829660,South,Product C,3666.85,3412.25,Erica Wallace,254.6,6.94
2020-11-12 17:21:45.811623244,South,Product D,4534.81,1541.2,William Ferguson,2993.61,66.01
2020-11-13 10:55:04.208416832,East,Product B,1329.11,507.36,Jasmine Gill,821.75,61.83
2020-11-14 04:28:22.605210420,East,Product D,3842.0,1218.77,Kevin Jackson,2623.23,68.28
2020-11-14 22:01:41.002004008,East,Product C,3057.66,1619.33,Meredith Jones,1438.33,47.04
2020-11-15 15:34:59.398797596,East,Product B,4782.99,1446.13,Mr. James Thornton,3336.86,69.77
2020-11-16 09:08:17.795591180,South,Product C,1000.89,3881.34,Taylor Mcdonald,-2880.45,-287.79
2020-11-17 02:41:36.192384768,West,Product B,1801.15,1876.96,Linda Davis,-75.81,-4.21
2020-11-17 20:14:54.589178356,East,Product B,1902.17,3045.12,Michael Scott,-1142.95,-60.09
2020-11-18 13:48:12.985971944,East,Product A,1820.0,1626.76,Sharon Marks,193.24,10.62
2020-11-19 07:21:31.382765528,West,Product D,2876.87,931.48,William Price,1945.39,67.62
2020-11-20 00:54:49.779559116,West,Product C,525.98,2205.91,Morgan Sullivan,-1679.93,-319.39
2020-11-20 18:28:08.176352704,West,Product D,2769.8,1869.92,Daniel Thompson,899.88,32.49
2020-11-21 12:01:26.573146292,South,Product D,3893.38,2629.77,Bradley Lucas,1263.61,32.46
2020-11-22 05:34:44.969939880,North,Product C,3861.83,2815.17,Angela Walsh,1046.66,27.1
2020-11-22 23:08:03.366733464,North,Product C,3167.53,2064.55,Jennifer Chavez,1102.98,34.82
2020-11-23 16:41:21.763527052,North,Product D,1967.12,664.88,Tammy Fowler,1302.24,66.2
2020-11-24 10:14:40.160320640,East,Product B,1680.55,903.15,Joshua Webb,777.4,46.26
2020-11-25 03:47:58.557114228,East,Product C,4553.89,444.11,Eric Edwards,4109.78,90.25
2020-11-25 21:21:16.953907816,South,Product C,541.51,3613.42,Timothy Brown,-3071.91,-567.29
2020-11-26 14:54:35.350701400,East,Product D,3946.08,3771.7,Omar Brown,174.38,4.42
2020-11-27 08:27:53.747494988,South,Product A,2240.54,2021.58,Jamie Barron,218.96,9.77
2020-11-28 02:01:12.144288576,West,Product D,535.17,1844.75,Michael Weiss,-1309.58,-244.7
2020-11-28 19:34:30.541082164,East,Product C,4928.22,765.87,Jeffrey Wood,4162.35,84.46
2020-11-29 13:07:48.937875752,East,Product C,1071.52,1839.13,Linda Stone,-767.61,-71.64
2020-11-30 06:41:07.334669336,North,Product D,1711.41,480.77,Brandon Deleon,1230.64,71.91
2020-12-01 00:14:25.731462924,North,Product C,4454.6,378.71,Jaime Carpenter,4075.89,91.5
2020-12-01 17:47:44.128256512,South,Product D,3727.94,2521.4,Dave Thompson,1206.54,32.36
2020-12-02 11:21:02.525050100,South,Product A,2419.18,2957.54,Steven Martinez,-538.36,-22.25
2020-12-03 04:54:20.921843688,South,Product D,1455.74,1970.99,Brandon Hurst,-515.25,-35.39
2020-12-03 22:27:39.318637272,North,Product B,2296.15,2303.46,Vanessa Velez,-7.31,-0.32
2020-12-04 16:00:57.715430860,South,Product C,4749.66,1158.0,Benjamin Miller,3591.66,75.62
2020-12-05 09:34:16.112224448,North,Product B,3605.72,3955.85,Joseph Perry,-350.13,-9.71
2020-12-06 03:07:34.509018036,West,Product A,4659.34,2547.59,Natalie Weiss,2111.75,45.32
2020-12-06 20:40:52.905811624,East,Product B,2108.21,2310.33,Justin Jackson,-202.12,-9.59
2020-12-07 14:14:11.302605208,South,Product A,2004.64,1802.93,Brian May,201.71,10.06
2020-12-08 07:47:29.699398796,North,Product D,1738.64,993.57,Paul Wallace,745.07,42.85
2020-12-09 01:20:48.096192384,West,Product C,3403.29,865.41,Edward Saunders,2537.88,74.57
2020-12-09 18:54:06.492985972,East,Product A,659.73,3370.09,Suzanne Montgomery,-2710.36,-410.83
2020-12-10 12:27:24.889779556,North,Product A,3400.87,680.85,Michelle Gardner,2720.02,79.98
2020-12-11 06:00:43.286573144,North,Product A,1410.74,1264.95,Julian Travis,145.79,10.33
2020-12-11 23:34:01.683366732,North,Product C,3326.26,3279.5,Dwayne Wright,46.76,1.41
2020-12-12 17:07:20.080160320,South,Product A,2481.56,2433.14,Darrell Ho,48.42,1.95
2020-12-13 10:40:38.476953908,West,Product B,3738.56,2379.87,Makayla Arellano,1358.69,36.34
2020-12-14 04:13:56.873747492,South,Product C,3481.01,2477.4,Lindsay Walker,1003.61,28.83
2020-12-14 21:47:15.270541080,North,Product C,3542.82,1453.23,Michael Miller II,2089.59,58.98
2020-12-15 15:20:33.667334668,East,Product A,3534.43,1542.87,Michelle Orozco,1991.56,56.35
2020-12-16 08:53:52.064128256,North,Product A,4915.68,1556.59,Amy Hernandez,3359.09,68.33
2020-12-17 02:27:10.460921844,East,Product A,715.58,2415.48,Mark Campbell,-1699.9,-237.56
2020-12-17 20:00:28.857715428,South,Product A,2081.22,3874.45,Yvonne Rios,-1793.23,-86.16
2020-12-18 13:33:47.254509016,North,Product C,858.94,1582.13,Kylie Williams,-723.19,-84.2
2020-12-19 07:07:05.651302604,West,Product A,4282.67,1692.05,Jared Williams,2590.62,60.49
2020-12-20 00:40:24.048096192,East,Product C,4373.33,640.53,Donna Wilson,3732.8,85.35
2020-12-20 18:13:42.444889780,West,Product A,2876.96,3181.51,Martin Burnett,-304.55,-10.59
2020-12-21 11:47:00.841683364,East,Product C,1066.45,3155.75,Jay Moore,-2089.3,-195.91
2020-12-22 05:20:19.238476952,South,Product A,4856.73,2317.0,Matthew Scott,2539.73,52.29
2020-12-22 22:53:37.635270540,South,Product A,664.05,3806.01,Adam Mitchell,-3141.96,-473.15
2020-12-23 16:26:56.032064128,South,Product B,2793.01,3693.08,Robert Kramer,-900.07,-32.23
2020-12-24 10:00:14.428857716,South,Product C,4489.79,3288.51,Casey Castillo,1201.28,26.76
2020-12-25 03:33:32.825651300,East,Product B,4148.28,1598.02,Jose Nguyen,2550.26,61.48
2020-12-25 21:06:51.222444888,South,Product A,4549.45,3497.89,Jose Sparks,1051.56,23.11
2020-12-26 14:40:09.619238476,South,Product D,1239.73,2495.72,Cathy Pennington,-1255.99,-101.31
2020-12-27 08:13:28.016032064,South,Product A,4862.68,3720.41,Omar Bennett,1142.27,23.49
2020-12-28 01:46:46.412825652,South,Product A,1056.36,2485.7,David Rose,-1429.34,-135.31
2020-12-28 19:20:04.809619236,East,Product B,2562.88,1168.4,David Pena,1394.48,54.41
2020-12-29 12:53:23.206412824,West,Product A,4061.88,1710.43,Colin Hill,2351.45,57.89
2020-12-30 06:26:41.603206412,North,Product A,1696.94,1994.15,Gabriel Miller,-297.21,-17.51
2020-12-31 00:00:00.000000000,North,Product D,3988.58,2205.99,Sarah Spence,1782.59,44.69
2021-01-01 00:00:00.000000000,North,Product B,4213.88,309.55,David Trevino,3904.33,92.65
2021-01-01 17:30:25.250501002,South,Product D,1286.12,3494.69,Patricia Johnson,-2208.57,-171.72
2021-01-02 11:00:50.501002004,South,Product D,2106.23,3453.32,Christian Munoz,-1347.09,-63.96
2021-01-03 04:31:15.751503006,North,Product B,1655.95,3943.4,Gina Williams,-2287.45,-138.14
2021-01-03 22:01:41.002004008,South,Product C,1803.32,3280.64,Stacie Young,-1477.32,-81.92
2021-01-04 15:32:06.252505010,East,Product D,2555.07,3002.91,Chad Chen,-447.84,-17.53
2021-01-05 09:02:31.503006012,East,Product D,2552.17,1077.56,Sydney Smith,1474.61,57.78
2021-01-06 02:32:56.753507014,North,Product D,1076.04,1132.54,David Schultz,-56.5,-5.25
2021-01-06 20:03:22.004008016,West,Product D,4316.7,2295.04,Lisa Peterson DDS,2021.66,46.83
2021-01-07 13:33:47.254509018,East,Product A,3594.55,2812.91,James Torres,781.64,21.75
2021-01-08 07:04:12.505010020,West,Product D,4458.08,1347.09,Tom Chapman,3110.99,69.78
2021-01-09 00:34:37.755511022,South,Product C,3342.42,1852.43,Perry Young,1489.99,44.58
2021-01-09 18:05:03.006012024,South,Product D,692.21,3125.31,Timothy Thompson,-2433.1,-351.5
2021-01-10 11:35:28.256513026,South,Product C,2239.13,2226.17,Jennifer Andrews,12.96,0.58
2021-01-11 05:05:53.507014028,North,Product D,3561.37,327.0,David Carter,3234.37,90.82
2021-01-11 22:36:18.757515030,North,Product D,2999.67,3847.36,Denise Stevens,-847.69,-28.26
2021-01-12 16:06:44.008016032,East,Product A,4081.68,2734.99,Shelby Ross,1346.69,32.99
2021-01-13 09:37:09.258517034,East,Product D,1327.85,1032.53,Jacob Contreras,295.32,22.24
2021-01-14 03:07:34.509018036,East,Product B,1501.55,2321.7,Kristen Norris,-820.15,-54.62
2021-01-14 20:37:59.759519038,East,Product C,2813.12,736.32,Amanda Stout,2076.8,73.83
2021-01-15 14:08:25.010020040,South,Product D,1740.4,808.33,Lisa Jones,932.07,53.55
2021-01-16 07:38:50.260521042,South,Product B,4298.36,3937.58,Daniel Morgan,360.78,8.39
2021-01-17 01:09:15.511022044,West,Product D,2935.41,3983.76,Jennifer Porter,-1048.35,-35.71
2021-01-17 18:39:40.761523046,South,Product C,4586.71,2678.54,Benjamin Holmes,1908.17,41.6
2021-01-18 12:10:06.012024048,East,Product B,3745.73,1462.0,Daniel Moore,2283.73,60.97
2021-01-19 05:40:31.262525050,South,Product C,3150.82,2780.63,Danielle Morse,370.19,11.75
2021-01-19 23:10:56.513026052,North,Product D,693.58,2124.69,Maurice Tucker,-1431.11,-206.34
2021-01-20 16:41:21.763527054,South,Product D,935.64,3447.59,Julie Cannon,-2511.95,-268.47
2021-01-21 10:11:47.014028056,East,Product C,989.79,1407.63,Spencer Coleman,-417.84,-42.22
2021-01-22 03:42:12.264529058,East,Product C,4557.2,3649.86,Travis Hopkins,907.34,19.91
2021-01-22 21:12:37.515030060,North,Product A,2923.02,1288.54,Carly Gonzalez,1634.48,55.92
2021-01-23 14:43:02.765531062,West,Product D,1224.59,1145.8,Christopher Conley,78.79,6.43
2021-01-24 08:13:28.016032064,West,Product B,2957.46,1130.35,Joe Lopez,1827.11,61.78
2021-01-25 01:43:53.266533066,South,Product D,802.65,3298.18,Barbara Shannon,-2495.53,-310.91
2021-01-25 19:14:18.517034068,North,Product A,2718.76,3522.41,Teresa Potter,-803.65,-29.56
2021-01-26 12:44:43.767535070,East,Product D,1552.45,3846.55,Barbara Johnson,-2294.1,-147.77
2021-01-27 06:15:09.018036072,East,Product A,4920.37,2713.31,Robert Santos,2207.06,44.86
2021-01-27 23:45:34.268537074,West,Product D,3601.94,801.87,Mathew Armstrong PhD,2800.07,77.74
2021-01-28 17:15:59.519038076,North,Product A,3340.45,2138.1,James Velasquez,1202.35,35.99
2021-01-29 10:46:24.769539078,South,Product D,2872.91,490.5,Stephen Kennedy,2382.41,82.93
2021-01-30 04:16:50.020040080,North,Product A,1132.14,1153.69,Jack Barnes,-21.55,-1.9
2021-01-30 21:47:15.270541082,South,Product D,1502.9,1012.16,Laura Hill MD,490.74,32.65
2021-01-31 15:17:40.521042084,South,Product D,1373.61,1039.72,Alyssa Fields,333.89,24.31
2021-02-01 08:48:05.771543086,East,Product C,4302.01,3096.59,Douglas Richardson,1205.42,28.02
2021-02-02 02:18:31.022044088,East,Product A,768.35,1683.01,Brett Larson,-914.66,-119.04
2021-02-02 19:48:56.272545090,East,Product B,2516.07,2453.38,Maria Davis,62.69,2.49
2021-02-03 13:19:21.523046092,West,Product C,3395.32,474.58,Robert Rivera,2920.74,86.02
2021-02-04 06:49:46.773547094,South,Product B,2672.8,1828.27,William Alexander,844.53,31.6
2021-02-05 00:20:12.024048096,East,Product A,747.65,1916.03,Lisa Webb,-1168.38,-156.27
2021-02-05 17:50:37.274549098,South,Product B,3699.44,2453.37,Travis Webb,1246.07,33.68
2021-02-06 11:21:02.525050100,South,Product C,4967.1,672.01,Janice Garcia,4295.09,86.47
2021-02-07 04:51:27.775551102,East,Product B,1729.61,1595.11,Linda Christensen,134.5,7.78
2021-02-07 22:21:53.026052104,South,Product A,1422.8,3305.71,Melissa Hansen,-1882.91,-132.34
